year,weight,gender,race1r,hispanic,ethnic1r,ager,marital2,hincome,popsize,region,msa,direl,notify,weapon,weapcat,newcrime,newoff,seriousviolent,injury,treatment,vicservices,locationr
2013,2775.11808,2,2,2,2,7,2,7,4,3,1,4,1,2,0,1,4,2,0,0,2,5
2013,2924.75674,1,2,2,2,7,1,4,4,3,1,5,1,3,5,1,4,2,0,0,2,3
2013,3386.11202,2,1,1,4,1,1,5,5,3,1,3,2,1,2,1,3,1,0,0,2,4
2013,3646.89314,2,1,2,1,1,1,88,0,1,2,3,2,2,0,1,4,2,0,0,2,4
2013,3646.89314,2,1,2,1,1,1,88,0,1,2,3,2,2,0,1,4,2,0,0,2,5
2013,3646.89314,2,1,2,1,1,1,88,0,1,2,3,2,2,0,1,4,2,0,0,2,5
2013,3646.89314,2,1,2,1,1,1,88,0,1,2,3,2,2,0,1,4,2,0,0,2,5
2013,3646.89314,2,1,2,1,1,1,88,0,1,2,3,2,2,0,1,4,2,0,0,2,5
2013,38492.3553,2,1,2,1,2,1,4,1,3,3,3,2,3,5,1,4,2,0,0,2,4
2013,5339.02097,2,3,2,3,3,1,7,3,4,1,4,1,2,0,1,4,2,0,0,2,1
2013,3389.99115,1,1,2,1,5,2,6,1,2,2,4,1,2,0,1,4,2,1,2,2,3
2013,4033.16006,2,1,1,4,1,1,3,2,2,1,4,2,2,0,1,4,2,0,0,2,3
2013,4024.78244,1,1,2,1,2,1,7,2,3,1,4,2,2,0,1,4,2,0,0,2,5
2013,4161.76498,2,1,1,4,3,1,88,4,2,1,3,1,2,0,1,4,2,0,0,2,4
2013,3312.52324,2,1,1,4,4,1,1,3,3,1,1,1,2,0,1,4,2,1,1,2,1
2013,2897.47955,1,1,2,1,4,1,5,0,3,3,4,1,2,0,1,4,2,0,0,2,1
2013,2897.47955,1,1,2,1,4,1,5,0,3,3,4,1,2,0,1,4,2,0,0,2,1
2014,2346.36032,1,1,2,1,5,5,5,1,3,3,1,1,1,2,1,3,1,0,0,2,1
2014,2877.48914,1,1,2,1,7,1,1,1,3,2,4,2,2,0,1,4,2,0,0,2,3
2014,3361.18902,1,1,1,4,6,2,5,5,2,1,4,1,1,1,1,2,1,0,0,2,3
2014,2678.77253,2,1,2,1,7,4,3,4,2,1,4,1,2,0,1,4,2,0,0,2,1
2014,3754.78907,2,2,2,2,5,1,88,5,2,1,4,2,2,0,1,4,2,0,0,2,3
2014,18622.8234,1,3,2,3,7,4,7,1,2,2,1,1,2,0,1,2,1,0,0,2,5
2014,2827.90852,1,1,2,1,7,2,2,0,3,2,3,1,1,1,1,2,1,1,2,2,1
2014,4474.37246,2,1,2,1,2,1,7,1,2,2,3,2,2,0,1,4,2,0,0,2,4
2014,2612.09119,2,2,2,2,7,4,88,1,3,3,3,1,2,0,1,4,2,1,2,2,5
2014,3630.15444,1,3,2,3,6,4,2,1,2,1,4,2,2,0,1,4,2,0,0,2,1
2014,3013.86211,2,1,2,1,7,4,7,0,4,2,1,1,1,2,1,3,1,0,0,2,1
2014,2965.13316,2,1,2,1,7,4,88,3,4,1,3,1,2,0,1,2,1,0,0,2,1
2014,3621.09076,2,3,2,3,4,1,6,2,4,1,2,2,1,3,1,3,1,0,0,2,2
2014,3320.92271,1,3,2,3,7,4,3,2,4,1,4,1,2,0,1,4,2,1,2,2,1
2014,31630.901,1,1,2,1,7,4,1,1,4,2,4,1,1,1,1,3,1,0,0,2,3
2014,3163.0901,1,1,2,1,7,4,1,1,4,2,4,1,1,3,1,3,1,0,0,2,3
2014,3693.8208,1,1,2,1,5,1,4,4,4,1,4,2,1,3,1,3,1,0,0,2,3
2014,2652.9188,1,1,1,4,8,4,2,2,4,1,4,2,1,1,1,2,1,0,0,2,3
2014,3161.58344,2,1,2,1,6,2,7,0,4,2,3,1,2,0,1,4,2,0,0,2,1
2014,4498.33022,2,2,2,2,6,1,88,2,2,1,4,1,1,3,1,3,1,0,0,2,1
2014,5238.56148,1,1,2,1,4,1,5,1,4,3,4,2,3,5,1,4,2,0,0,2,3
2014,5238.56148,1,1,2,1,4,1,5,1,4,3,3,2,2,0,1,1,1,0,0,2,3
2014,3783.88166,2,1,2,1,5,1,6,1,2,2,3,1,2,0,1,1,1,1,1,2,1
2014,4167.48668,1,2,2,2,4,1,88,2,3,2,5,1,2,0,1,2,1,1,,2,3
2014,1479.39396,1,1,2,1,5,2,4,0,4,3,3,3,2,0,1,4,2,0,0,2,5
2014,1926.264,1,1,2,1,1,1,4,0,3,2,6,1,2,0,1,2,1,1,2,2,3
2014,1605.34647,2,2,2,2,2,1,3,3,3,1,2,2,2,0,2,5,3,0,0,2,1
2014,1430.82863,2,1,2,1,7,2,7,0,3,2,4,1,2,0,1,4,2,0,0,2,1
2014,1213.78776,2,1,2,1,8,3,88,1,2,2,2,1,2,0,1,4,2,0,0,2,5
2014,1269.24149,1,1,2,1,8,2,88,2,3,1,4,2,3,5,1,4,2,0,0,2,3
2014,2066.67211,1,1,2,1,3,1,7,1,3,2,4,1,2,0,1,4,2,0,0,2,3
2014,1581.70948,1,1,2,1,5,2,88,0,3,2,4,2,2,0,1,4,2,0,0,2,5
2014,1415.34958,2,2,2,2,5,5,5,0,3,2,1,1,2,0,1,4,2,1,1,2,1
2014,1415.34958,2,2,2,2,5,5,5,0,3,2,1,1,2,0,1,2,1,1,1,2,1
2014,1652.96824,1,1,2,1,4,2,5,1,1,2,4,2,1,1,1,3,1,0,0,2,3
2014,11604.4038,1,1,2,1,7,2,3,0,3,2,3,1,3,5,1,4,2,0,0,2,1
2014,1168.4532,1,1,1,4,6,2,4,1,3,3,2,2,3,5,1,4,2,0,0,2,1
2014,2624.07179,2,1,2,1,5,5,88,1,2,3,1,1,2,0,1,4,2,1,1,2,2
2014,3316.11181,2,1,2,1,5,1,7,5,1,1,5,1,3,5,2,5,3,0,0,2,3
2014,3034.00513,2,1,2,1,7,4,2,2,2,1,2,1,2,0,1,4,2,0,0,2,1
2014,2990.46858,1,1,2,1,6,4,2,2,2,1,2,1,2,0,1,4,2,0,0,2,1
2014,4365.85741,1,2,2,2,5,2,3,2,4,1,4,1,2,0,1,4,2,1,1,2,3
2014,3899.76522,2,2,2,2,6,1,2,2,4,1,3,1,2,0,1,4,2,0,0,2,1
2014,7703.14482,1,2,2,2,2,1,7,1,1,2,3,2,1,2,1,3,1,0,0,2,3
2014,3818.92121,1,1,2,1,5,2,7,0,2,3,4,2,3,5,1,4,2,0,0,2,3
2014,3366.17595,2,1,2,1,6,2,7,0,1,2,6,1,3,5,2,5,3,0,0,2,3
2014,2946.8784,2,2,2,2,6,1,88,4,3,1,4,1,1,4,1,3,1,0,0,2,3
2014,4466.21221,2,1,2,1,1,1,6,1,2,3,2,1,2,0,1,2,1,1,2,2,1
2014,4466.21221,2,1,2,1,1,1,6,1,2,3,2,2,2,0,1,4,2,0,0,2,1
2014,4657.42954,2,1,1,4,1,1,1,5,1,1,4,1,2,0,1,4,2,1,2,1,1
2014,3760.57393,1,1,1,4,8,1,7,0,4,2,3,1,2,0,1,4,2,1,2,2,3
2014,4962.43216,2,2,2,2,5,1,6,1,3,2,1,1,2,0,1,2,1,1,2,2,1
2014,5551.21085,2,2,2,2,2,1,5,4,3,1,4,1,2,0,1,4,2,1,2,2,1
2014,4403.67444,2,2,2,2,5,1,1,1,3,2,4,1,1,1,1,3,1,0,0,2,2
2014,3436.96363,1,1,2,1,5,2,6,1,2,2,4,2,2,0,1,4,2,0,0,2,1
2014,3148.62212,1,2,2,2,8,4,88,1,3,2,3,1,2,0,1,4,2,0,0,2,3
2014,2864.65276,1,1,2,1,7,5,7,1,2,2,1,1,2,0,1,4,2,0,0,2,1
2014,3067.41936,2,1,2,1,5,1,88,1,3,2,1,2,2,0,1,4,2,0,0,2,1
2014,2567.06275,1,1,2,1,7,2,3,0,3,3,4,1,3,5,1,4,2,1,2,2,2
2014,2567.06275,1,1,2,1,7,2,3,0,3,3,3,2,3,5,1,4,2,0,0,2,3
2014,2906.73476,2,1,2,1,6,4,88,0,3,3,4,2,2,0,1,4,2,0,0,2,3
2014,3134.08492,1,1,2,1,7,4,3,1,2,2,2,1,1,2,1,3,1,1,1,2,1
2014,2522.24516,2,3,2,3,7,1,2,1,4,1,1,2,2,0,1,4,2,1,,2,1
2014,3780.19738,2,1,2,1,5,1,6,1,2,1,4,2,2,0,1,4,2,0,0,2,3
2014,3545.4626,1,1,2,1,2,1,7,1,2,1,3,1,2,0,1,4,2,0,0,2,4
2014,4252.09584,1,1,2,1,5,1,88,1,3,1,5,2,2,0,1,4,2,0,0,2,3
2014,4927.25545,1,1,2,1,5,1,5,1,4,2,4,2,2,0,1,4,2,1,1,2,3
2014,6638.89774,2,1,2,1,4,1,6,1,2,1,3,2,2,0,1,4,2,0,0,2,3
2014,1144.20843,2,1,1,4,6,2,4,1,3,3,5,1,1,1,1,3,1,0,0,2,3
2014,1217.25195,2,1,2,1,6,4,2,1,3,3,3,1,1,2,1,3,1,0,0,2,1
2014,1425.99465,1,1,2,1,6,4,88,0,3,2,3,1,1,1,1,3,1,0,0,2,3
2014,1623.92856,1,1,2,1,5,3,88,1,3,2,3,1,2,0,1,4,2,0,0,2,1
2014,1623.92856,1,1,2,1,5,3,88,1,3,2,3,1,2,0,1,4,2,0,0,2,1
2014,1623.92856,1,1,2,1,5,3,88,1,3,2,3,1,2,0,1,4,2,0,0,2,1
2014,1497.24852,2,1,2,1,5,2,88,3,1,1,3,1,2,0,1,4,2,0,0,2,1
2014,1600.89546,1,1,1,4,6,2,5,5,3,1,4,1,1,1,1,2,1,1,2,2,1
2014,1231.37855,2,1,2,1,7,3,88,3,3,1,4,1,2,0,1,4,2,0,0,2,1
2014,3075.95713,2,1,2,1,6,1,2,3,2,1,3,1,1,2,1,3,1,0,0,2,1
2014,2978.23153,2,1,2,1,7,2,7,1,1,2,4,2,3,5,1,4,2,0,0,2,3
2014,4349.58273,2,1,2,1,4,2,3,2,1,2,4,2,2,0,1,4,2,0,0,2,1
2014,2815.05939,2,1,2,1,7,2,88,5,1,1,4,1,3,5,1,2,1,1,1,2,3
2014,3291.2115,2,2,2,2,7,2,1,5,1,1,3,1,2,0,1,4,2,1,2,1,1
2014,3405.65331,1,2,2,2,8,4,3,1,1,2,4,1,1,3,1,2,1,1,2,2,3
2014,3059.10982,1,1,2,1,7,2,6,1,1,1,3,1,1,4,1,3,1,0,0,2,5
2014,3229.34296,2,1,1,4,6,2,88,1,1,2,4,1,2,0,1,2,1,1,2,2,1
2014,2455.94305,2,1,2,1,7,5,88,0,3,3,4,1,2,0,1,4,2,0,0,2,3
2014,2268.71601,1,1,1,4,6,2,5,5,2,1,4,1,1,1,1,2,1,0,0,2,3
2014,34725.9334,2,1,2,1,6,4,88,0,4,2,1,2,1,3,1,3,1,1,,2,1
2014,3203.87447,2,2,2,2,7,4,7,5,2,1,2,1,2,0,1,3,1,1,2,1,2
2014,4141.54254,1,3,1,4,2,1,7,5,2,1,4,1,3,5,1,2,1,0,0,2,3
2014,3366.53043,2,1,2,1,5,2,88,5,2,1,4,1,2,0,2,5,3,0,0,2,3
2014,3213.28078,1,1,1,4,6,4,5,1,3,2,4,1,2,0,2,5,3,0,0,2,3
2014,3485.97683,2,1,2,1,3,1,88,0,3,2,2,1,2,0,1,4,2,0,0,2,1
2014,3969.84376,2,2,2,2,5,1,4,0,3,2,4,1,1,1,1,3,1,0,0,2,3
2014,3814.84691,2,1,2,1,6,1,7,1,1,2,3,2,2,0,1,4,2,0,0,2,4
2014,3814.84691,2,1,2,1,6,1,7,1,1,2,3,2,2,0,1,4,2,0,0,2,4
2014,4604.2514,1,1,2,1,3,1,4,1,3,3,4,2,2,0,2,5,3,0,0,2,3
2014,3518.60311,2,1,2,1,6,2,5,1,4,2,3,1,1,1,1,3,1,0,0,2,1
2014,3572.3915,2,2,2,2,2,1,4,2,3,1,4,1,2,0,1,4,2,1,1,2,1
2014,33776.7685,2,1,2,1,6,2,88,0,4,2,3,1,2,0,1,4,2,0,0,1,3
2014,5612.89098,2,2,2,2,1,1,2,0,3,2,5,1,2,0,1,4,2,0,0,2,4
2014,3572.3915,2,2,2,2,2,1,4,2,3,1,3,1,2,0,1,4,2,0,0,2,1
2014,3302.07495,1,1,2,1,5,1,88,3,3,1,1,1,2,0,1,4,2,1,2,2,1
2014,2965.17995,2,3,2,3,5,1,88,3,3,1,5,1,1,1,1,3,1,0,0,2,1
2014,3933.11283,1,1,2,1,6,1,5,4,4,1,4,2,2,0,1,1,1,0,0,2,3
2014,2848.11957,2,1,2,1,7,1,88,1,2,2,3,1,3,5,1,4,2,0,0,2,1
2014,3488.4415,1,1,2,1,6,2,2,1,2,2,3,2,2,0,1,4,2,0,0,2,3
2014,4106.92582,1,1,2,1,1,1,7,1,1,2,3,2,2,0,1,4,2,1,1,2,4
2014,2299.28526,2,1,1,4,2,1,4,5,3,1,3,2,2,0,1,4,2,1,2,2,3
2014,1390.73017,2,2,2,2,4,5,1,4,3,1,3,1,2,0,1,1,1,1,1,1,1
2014,1384.55224,2,1,2,1,5,1,3,0,3,3,2,2,2,0,1,4,2,0,0,2,1
2014,1404.40178,2,1,2,1,5,1,5,4,3,1,1,1,1,1,1,3,1,0,0,2,1
2014,1404.40178,2,1,2,1,5,1,5,4,3,1,1,1,1,1,1,3,1,0,0,1,2
2014,1299.47026,1,1,2,1,7,2,6,0,3,2,5,2,2,0,1,4,2,0,0,2,1
2014,1530.06524,2,3,1,4,5,2,5,1,4,2,4,2,2,0,1,2,1,0,0,2,3
2014,1780.64355,2,3,1,4,1,1,5,1,4,2,3,2,2,0,1,4,2,0,0,2,4
2014,1858.11113,1,1,2,1,4,1,88,2,4,2,4,1,1,4,1,3,1,1,2,2,1
2014,1314.63161,2,1,2,1,7,4,2,2,4,2,2,2,2,0,1,4,2,0,0,1,1
2014,1314.63161,2,1,2,1,7,4,2,2,4,2,2,2,2,0,1,4,2,0,0,1,1
2014,1314.63161,2,1,2,1,7,4,2,2,4,2,2,2,2,0,1,4,2,0,0,2,1
2014,9608.86212,1,3,88,3,6,1,7,2,4,1,4,2,2,0,1,4,2,0,0,2,3
2014,1909.27426,2,2,2,2,5,1,3,2,4,1,4,1,2,0,1,4,2,0,0,2,1
2014,12656.08938,1,1,2,1,1,1,4,1,2,2,3,2,2,0,1,4,2,0,0,2,4
2014,1572.2552,2,2,2,2,7,5,5,0,3,2,3,2,2,0,1,4,2,0,0,2,3
2014,1987.19532,2,1,2,1,4,2,2,0,2,2,3,1,2,0,1,4,2,0,0,1,1
2014,1987.19532,2,1,2,1,4,2,2,0,2,2,3,2,2,0,1,4,2,0,0,2,1
2014,1987.19532,2,1,2,1,4,2,2,0,2,2,3,2,2,0,1,4,2,0,0,2,1
2014,1354.98703,2,1,2,1,7,3,4,1,2,2,2,1,2,0,1,4,2,0,0,2,1
2014,1644.75746,1,1,2,1,1,1,88,1,2,3,3,1,2,0,1,4,2,0,0,2,1
2014,2375.75982,1,2,2,2,6,2,5,1,3,2,4,1,2,0,1,4,2,0,0,2,3
2014,1345.51645,1,1,2,1,6,2,6,1,3,2,4,1,1,3,1,2,1,0,0,1,1
2014,1345.51645,1,1,2,1,6,2,6,1,3,2,4,1,1,3,1,3,1,0,0,2,1
2014,1526.80496,1,1,2,1,7,4,88,1,3,1,2,1,1,3,1,3,1,0,0,2,1
2014,1474.35315,2,1,2,1,5,5,4,1,3,2,1,2,2,0,1,4,2,0,0,1,1
2014,1474.35315,2,1,2,1,5,5,4,1,3,2,3,2,2,0,1,4,2,1,1,2,3
2014,1474.35315,2,1,2,1,5,5,4,1,3,2,3,2,2,0,1,1,1,1,1,1,3
2014,1636.5641,1,1,2,1,7,2,7,1,4,2,4,1,3,5,1,4,2,0,0,2,3
2014,2692.88272,1,2,2,2,4,1,4,1,3,1,4,1,1,3,1,3,1,0,0,2,1
2014,4426.88977,2,2,2,2,3,1,1,1,3,3,3,1,1,1,1,3,1,0,0,2,3
2014,3124.84918,2,1,2,1,7,4,88,1,1,2,3,2,2,0,1,4,2,0,0,2,1
2014,3016.45066,1,1,1,4,6,1,2,5,3,1,4,1,1,1,1,2,1,1,2,1,3
2014,4462.31494,1,1,1,4,5,1,2,5,3,1,4,1,1,1,1,2,1,1,2,2,1
2014,3596.16399,2,1,2,1,4,2,5,5,3,1,1,1,2,0,1,4,2,1,1,1,1
2014,2699.64977,2,2,2,2,8,3,1,4,3,1,2,1,2,0,1,4,2,1,1,2,1
2014,3446.81524,1,1,2,1,7,4,5,1,4,2,4,1,3,5,1,4,2,0,0,2,3
2014,3603.86271,1,1,1,4,5,2,6,5,3,1,5,2,2,0,1,4,2,0,0,2,3
2014,3367.83306,1,1,2,1,7,2,5,1,4,2,3,1,2,0,1,4,2,0,0,,1
2014,24494.41384,2,1,2,1,7,2,5,1,4,1,4,1,1,3,1,3,1,0,0,2,1
2014,3824.57469,2,2,2,2,5,1,2,0,3,2,3,1,1,1,1,3,1,0,0,,3
2014,4678.08574,1,1,1,4,6,1,5,5,3,1,4,2,2,0,1,4,2,1,1,2,3
2014,4381.85823,1,1,2,1,6,1,5,5,3,1,4,2,1,3,1,2,1,1,2,2,1
2014,2944.36098,1,1,2,1,5,1,4,1,2,3,3,2,2,0,1,4,2,0,0,2,3
2014,3203.88659,2,1,2,1,5,1,1,0,2,2,3,2,2,0,1,4,2,0,0,2,2
2014,3798.13424,1,1,2,1,1,1,7,1,3,2,3,2,2,0,1,4,2,1,1,2,4
2014,3204.08934,1,1,2,1,7,1,5,3,2,1,4,2,2,0,1,4,2,0,0,2,1
2014,5498.58962,2,1,2,1,3,1,3,1,1,2,3,2,2,0,1,4,2,0,0,2,4
2014,5498.58962,2,1,2,1,3,1,3,1,1,2,3,2,2,0,1,4,2,0,0,2,4
2014,5498.58962,2,1,2,1,3,1,3,1,1,2,3,2,2,0,1,4,2,0,0,2,4
2014,3479.5845,1,1,2,1,6,2,7,1,3,2,4,1,2,0,1,4,2,0,0,2,5
2014,3479.5845,1,1,2,1,6,2,7,1,3,2,4,1,2,0,1,4,2,0,0,2,5
2014,3479.5845,1,1,2,1,6,2,7,1,3,2,4,1,2,0,1,4,2,0,0,2,5
2014,3479.5845,1,1,2,1,6,2,7,1,3,2,4,1,2,0,1,4,2,0,0,2,5
2014,3496.26747,2,2,2,2,5,4,2,1,3,1,1,1,2,0,1,1,1,0,0,2,1
2014,4078.48307,1,1,2,1,3,1,1,2,3,1,4,2,3,5,1,4,2,0,0,2,3
2014,3702.36401,1,1,2,1,1,1,6,1,3,1,3,1,2,0,1,4,2,1,1,1,3
2014,4543.23328,2,2,2,2,5,4,1,3,2,1,2,1,2,0,1,2,1,1,1,2,2
2014,4543.23328,2,2,2,2,5,4,1,3,2,1,4,1,2,0,1,1,1,1,2,2,1
2014,3011.12048,2,1,2,1,7,2,7,0,3,2,2,1,2,0,1,4,2,0,0,2,2
2014,3151.13127,2,3,2,3,4,3,88,1,2,2,2,1,2,0,1,4,2,0,0,2,1
2014,5578.48267,1,2,2,2,1,1,5,1,3,3,4,2,2,0,2,5,3,0,0,2,4
2014,1769.37921,2,2,2,2,6,1,7,1,3,2,4,1,3,5,1,4,2,0,0,2,3
2014,2412.39805,1,2,2,2,3,1,5,5,4,1,4,1,1,2,1,2,1,0,0,2,4
2014,1313.54926,2,1,2,1,7,2,7,1,4,2,4,2,2,0,2,5,3,0,0,2,3
2014,1911.08065,1,1,2,1,1,1,6,1,4,2,3,2,1,2,1,3,1,0,0,2,4
2014,1452.80661,1,1,2,1,6,2,5,3,4,1,4,2,3,5,1,4,2,0,0,2,1
2014,1535.07491,1,1,1,4,6,2,88,1,4,1,2,2,2,0,1,4,2,0,0,2,1
2014,1738.90455,1,1,2,1,6,1,88,2,2,1,3,2,2,0,1,4,2,0,0,2,3
2014,1679.85349,2,1,2,1,5,2,2,1,1,3,1,1,2,0,1,4,2,0,0,1,3
2014,1679.85349,2,1,2,1,5,2,2,1,1,3,1,1,2,0,1,4,2,1,2,1,3
2014,2098.37813,2,1,1,4,5,1,5,5,3,1,1,1,2,0,1,4,2,1,2,2,1
2014,2098.37813,2,1,1,4,5,1,5,5,3,1,1,1,2,0,1,4,2,0,0,2,2
2014,1813.46276,1,1,2,1,7,2,6,1,4,2,4,2,2,0,1,4,2,0,0,2,3
2014,1553.62968,2,3,2,3,5,2,88,1,3,3,1,1,2,0,1,4,2,0,0,2,1
2014,2836.35554,2,1,2,1,4,1,1,1,3,2,2,2,2,0,1,4,2,0,0,2,2
2014,1620.08859,1,1,1,4,6,5,88,5,3,1,3,2,1,2,1,3,1,1,2,2,1
2014,1513.32189,2,1,2,1,7,4,3,2,3,1,4,1,1,1,1,2,1,0,0,2,3
2014,4958.49419,2,1,1,4,2,1,88,1,3,2,5,2,2,0,1,4,2,0,0,2,4
2014,3729.31825,2,2,2,2,2,1,2,5,3,1,4,2,2,0,1,4,2,0,0,2,3
2014,2822.7795,1,2,2,2,7,4,88,5,3,1,4,1,2,0,1,2,1,0,0,2,3
2014,4325.04457,2,1,2,1,5,1,5,4,3,1,3,2,3,5,1,4,2,0,0,2,3
2014,19757.17578,2,1,2,1,5,2,3,1,3,2,1,3,2,0,1,4,2,0,0,2,1
2014,3044.13493,2,2,2,2,7,2,88,1,1,1,2,1,2,0,1,2,1,0,0,1,1
2014,2949.14649,2,1,2,1,6,1,1,4,3,1,4,2,3,5,1,2,1,1,1,2,1
2014,2949.14649,2,1,2,1,6,1,1,4,3,1,4,2,3,5,1,4,2,1,1,2,1
2014,2949.14649,2,1,2,1,6,1,1,4,3,1,4,2,3,5,1,4,2,1,2,2,1
2014,2650.82902,2,1,2,1,6,2,88,1,3,3,3,2,2,0,1,4,2,0,0,2,1
2014,4067.24043,1,1,2,1,2,1,88,1,3,3,4,2,2,0,1,4,2,1,1,2,1
2014,4474.01298,2,2,2,2,6,4,3,1,3,3,1,1,2,0,1,4,2,0,0,2,1
2014,3912.72719,1,1,2,1,1,1,2,0,2,2,3,2,2,0,1,1,1,0,0,2,1
2014,3673.25972,1,1,2,1,6,4,3,1,1,2,3,1,2,0,1,4,2,0,0,1,1
2014,4768.82945,1,1,2,1,4,1,2,2,3,1,4,2,1,3,1,2,1,1,1,2,3
2014,4768.82945,1,1,2,1,4,1,2,2,3,1,3,1,2,0,1,4,2,0,0,2,2
2014,2702.32063,2,1,2,1,7,4,5,1,2,2,4,1,2,0,1,4,2,0,0,2,1
2014,18768.88176,1,1,2,1,6,1,3,1,2,3,4,1,1,3,1,3,1,0,0,2,3
2014,3724.64953,2,2,2,2,5,5,3,2,3,1,1,1,1,2,1,2,1,1,2,1,1
2014,3918.46437,1,1,2,1,5,4,3,0,2,2,1,2,2,0,1,4,2,0,0,2,3
2014,3918.46437,1,1,2,1,5,4,3,0,2,2,1,1,2,0,1,4,2,0,0,2,3
2014,4735.08895,2,2,2,2,5,1,88,3,2,1,4,1,3,5,2,5,3,0,0,2,3
2014,3400.13423,1,1,2,1,6,1,88,1,3,2,4,1,1,4,1,3,1,1,2,2,3
2014,4122.36316,2,3,1,4,6,1,6,4,1,1,2,1,2,0,1,4,2,0,0,2,3
2014,4662.0199,1,1,2,1,4,1,6,1,3,2,3,2,2,0,1,4,2,0,0,2,1
2014,3116.86589,2,1,2,1,6,4,5,3,2,1,1,1,2,0,1,4,2,0,0,2,3
2014,3775.68937,2,1,2,1,5,1,3,4,1,1,3,2,2,0,1,1,1,0,0,2,1
2014,2429.37708,1,1,2,1,7,1,5,1,2,3,4,1,1,1,1,3,1,0,0,2,5
2014,2429.37708,1,1,2,1,7,1,5,1,2,3,4,2,2,0,1,4,2,0,0,2,5
2014,1473.56261,1,1,2,1,6,2,7,5,2,1,4,2,2,0,1,4,2,0,0,2,3
2014,1395.91733,1,1,1,4,6,2,88,1,2,2,4,2,2,0,1,4,2,0,0,2,2
2014,1395.91733,1,1,1,4,6,2,88,1,2,2,4,2,2,0,1,4,2,0,0,2,2
2014,1395.91733,1,1,1,4,6,2,88,1,2,2,4,2,2,0,1,4,2,0,0,2,2
2014,2901.78366,2,1,2,1,6,2,2,1,2,2,4,1,1,1,1,3,1,0,0,2,1
2014,1207.08716,2,1,2,1,7,2,7,2,2,1,4,1,2,0,1,4,2,0,0,2,3
2014,1305.67119,2,1,2,1,5,2,4,1,3,2,3,2,2,0,1,1,1,0,0,2,1
2014,3345.69697,1,1,2,1,6,2,4,0,4,3,3,2,2,0,1,4,2,0,0,2,5
2014,3345.69697,1,1,2,1,6,2,4,0,4,3,3,2,2,0,1,4,2,0,0,2,5
2014,1095.57877,2,1,2,1,7,4,88,0,2,3,2,1,2,0,1,3,1,1,2,2,2
2014,1432.73055,2,3,2,3,6,1,5,0,3,2,2,1,2,0,1,4,2,0,0,2,4
2014,1848.13969,1,1,2,1,3,1,1,2,2,1,4,1,2,0,1,4,2,0,0,2,3
2014,1209.77167,2,1,1,4,5,1,3,1,3,2,4,2,2,0,1,4,2,1,2,2,3
2014,32015.785,1,1,2,1,5,1,2,3,3,1,4,2,2,0,1,4,2,0,0,2,3
2014,3291.34549,1,1,2,1,6,3,88,1,3,2,3,2,1,1,1,3,1,0,0,2,2
2014,1461.81361,1,1,2,1,6,2,7,1,4,3,3,1,2,0,1,4,2,0,0,2,2
2014,1198.77344,2,1,2,1,8,3,4,2,4,1,6,1,2,0,1,4,2,0,0,2,3
2014,1695.98654,2,1,2,1,6,3,1,1,4,2,4,1,2,0,1,4,2,1,1,2,1
2014,1321.21449,2,1,2,1,7,2,7,1,4,2,4,1,3,5,1,1,1,0,0,2,3
2014,1633.08743,2,1,1,4,4,1,88,3,4,1,4,2,2,0,1,1,1,1,1,2,3
2014,2063.09273,1,1,1,4,2,1,5,5,2,1,4,1,1,3,1,3,1,1,2,2,3
2014,2063.09273,1,1,1,4,2,1,5,5,2,1,5,1,1,1,1,3,1,0,0,2,3
2014,2238.85187,1,2,2,2,1,1,88,0,3,2,3,2,2,0,1,4,2,0,0,2,1
2014,1056.37251,2,1,2,1,8,2,88,1,2,2,3,2,2,0,1,4,2,0,0,2,3
2014,1056.37251,2,1,2,1,8,2,88,1,2,2,3,2,2,0,1,4,2,0,0,2,3
2014,3065.60536,2,1,2,1,5,2,88,1,2,1,3,1,2,0,1,4,2,0,0,,1
2014,1313.96652,2,1,1,4,7,1,1,5,2,1,4,2,2,0,1,4,2,0,0,2,3
2014,2650.24153,2,1,1,4,6,4,88,0,3,3,4,1,1,2,1,3,1,0,0,2,1
2014,1560.66007,2,1,2,1,6,5,5,1,1,3,1,1,2,0,1,4,2,1,2,1,1
2014,2656.79722,2,1,2,1,1,1,5,1,1,3,2,1,2,0,1,4,2,0,0,2,1
2014,2952.4964,2,1,2,1,6,1,7,2,3,1,4,1,3,5,1,4,2,0,0,2,1
2014,1183.5626,2,1,2,1,7,1,5,1,4,1,3,1,2,0,1,4,2,0,0,2,1
2014,4631.65984,1,2,2,2,5,1,88,1,3,1,4,1,1,1,1,2,1,1,2,2,1
2014,1576.48062,1,2,2,2,6,1,7,5,3,1,3,1,3,5,1,4,2,1,1,2,3
2014,2949.93168,1,1,2,1,7,2,7,1,3,2,2,1,2,0,1,4,2,1,1,1,1
2014,1821.98531,1,1,2,1,5,2,3,1,4,2,4,1,2,0,1,4,2,1,1,2,3
2014,4309.67793,1,1,2,1,5,5,88,1,3,2,5,2,1,3,1,3,1,0,0,2,1
2014,3792.0971,2,1,2,1,6,4,3,1,4,2,2,1,2,0,1,4,2,0,0,1,1
2014,2133.72271,2,1,1,4,4,1,4,5,3,1,4,2,2,0,2,5,3,0,0,2,3
2014,2133.72271,2,1,1,4,4,1,4,5,3,1,4,1,2,0,1,2,1,1,1,2,3
